GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
1,1723.42,4524.47,4982.76,478.28,264.32,-68.09,-3983.82,-29574.78,1644.3,17291.6,-5018.02,146.95,-2717.56,-4871.07,-7588.63,,,,,,,,,
11,1809.32,4507.49,5000.14,482.43,263.98,-78.92,-3903.22,-29226.33,1607.9,17222.08,-5356.98,159.17,-2315.13,-5197.81,-7512.94,,,,,,,,,
21,1778.46,4557.85,5002.23,470.75,270.92,-102.69,-3890.81,-29274.49,1605.93,17261.01,-5351.4,163.8,-2320.85,-5187.6,-7508.45,,,,,,,,,
31,1879.06,4518.16,5039.35,460.6,289.88,-120.01,-3930.88,-29040.7,1605.48,17153.95,-5442.59,165.13,-2145.11,-5277.45,-7422.56,,,,,,,,,
41,1839.3,4435.4,5001.1,488,273.95,-113.77,-3868.36,-29167.32,1636.55,17250.28,-5404.78,165.68,-2224.86,-5239.11,-7463.96,,,,,,,,,
51,1864.73,4502.68,4975.34,495.94,279.11,-84.03,-3917.45,-28855.94,1587.84,17108.09,-5564.12,166.2,-2043.68,-5397.92,-7441.61,,,,,,,,,
61,1797.92,4538.34,5027.21,493.74,271.76,-123.63,-3862.4,-28998.82,1607.48,17239.84,-5535.23,165.59,-2008.56,-5369.63,-7378.19,,,,,,,,,
71,1855.07,4531.62,4988.03,485.97,292.89,-85.67,-3927.74,-29066.18,1585.42,17278.23,-5502.22,164.88,-2062.34,-5337.34,-7399.68,,,,,,,,,
81,1842.63,4549.55,4955.64,481.83,254.94,-81.16,-3901.21,-28981.52,1607.19,17214.31,-5519.56,167.21,-2057.81,-5352.35,-7410.16,,,,,,,,,
91,1834.21,4468.06,5017.41,482.1,252.92,-80.21,-3913.3,-28945.21,1585.99,17258.55,-5573.17,166.51,-2039.48,-5406.66,-7446.14,,,,,,,,,
101,1817.65,4442.16,5018.47,485.49,271.87,-110.86,-3910.45,-29071.56,1652.71,17296.83,-5504.78,164.52,-2107.7,-5340.26,-7447.95,,,,,,,,,
111,1898.47,4471,4957.35,489.23,296.69,-90.19,-3874.57,-29004.16,1603.09,17278.22,-5586.99,166.45,-1974.87,-5420.54,-7395.41,,,,,,,,,
121,1841.89,4504.68,5032.15,484.3,262.89,-144,-3867.67,-28891.97,1602.64,17133.82,-5621.99,169.84,-2041.27,-5452.14,-7493.41,,,,,,,,,
131,1785,4562.36,5026.63,482.85,280.84,-121.86,-3859.18,-29102.26,1602.07,17227.6,-5459.36,163.88,-2115.96,-5295.48,-7411.45,,,,,,,,,
141,1781.7,4535.43,4961.52,472.07,279.04,-111.12,-3862.43,-29058.07,1569.49,17243.76,-5526.5,167.04,-2188.61,-5359.46,-7548.08,,,,,,,,,
151,1779.15,4403.91,5026.12,468.11,289.31,-107.12,-3924.83,-28946.71,1622.67,17286.91,-5599.97,167.04,-2102.49,-5432.93,-7535.42,,,,,,,,,
161,1839.54,4479.66,5011.48,477.74,263.81,-114.74,-3892.99,-28867.85,1636.3,17278.03,-5702.62,166.35,-1889.03,-5536.26,-7425.29,,,,,,,,,
171,1825.88,4544.03,4983.52,476.89,278.37,-125.27,-3888.66,-28926.7,1607.16,17289.58,-5653.86,166.45,-1935.21,-5487.4,-7422.61,,,,,,,,,
181,1781.85,4510.01,5035.45,474.5,281.03,-106.22,-3885.78,-28826.42,1630.02,17202.17,-5667.23,170.52,-1903.4,-5496.71,-7400.1,,,,,,,,,
191,1835.58,4542.57,4972.33,477.83,278.12,-139.7,-3860.41,-28899.52,1616.73,17243.5,-5649.31,170.39,-1932.98,-5478.92,-7411.9,,,,,,,,,
201,1728.42,4453.08,4957.01,463.64,259.48,-120.72,-3917.1,-28834.51,1637.61,17277.11,-5646.38,166.92,-2095.98,-5479.46,-7575.44,,,,,,,,,
211,1806.32,4456.44,4984,490.37,286.54,-87.08,-3878.05,-28916.81,1590.64,17186.84,-5560.2,170.94,-2080.8,-5389.26,-7470.05,,,,,,,,,
221,1816.11,4511.13,4988.86,471.67,258.69,-110.84,-3857.16,-29117.5,1553.08,17247.68,-5478.79,171.04,-2238.28,-5307.75,-7546.03,,,,,,,,,
231,1831.97,4558.26,4994.6,487.79,270.69,-112.77,-3895.43,-28876.45,1616.3,17186.38,-5623.33,168.69,-1938.65,-5454.64,-7393.29,,,,,,,,,
241,1900.28,4529.48,5021.01,486.07,281.48,-113.35,-3872.09,-28687.96,1601.01,17142.9,-5763.86,173.06,-1711.17,-5590.81,-7301.97,,,,,,,,,
251,1812.23,4589.08,5054.57,485.04,254.78,-152.83,-3813,-28778.79,1602.11,17205.26,-5756.53,172.04,-1741.56,-5584.49,-7326.05,,,,,,,,,
261,1828.16,4419.27,5007.68,463.1,265.45,-105.18,-3866.16,-28887.07,1609.48,17299.85,-5663.08,173.27,-1965.42,-5489.81,-7455.23,,,,,,,,,
271,1840.5,4461.55,4983.42,477.73,270.33,-104.99,-3855.2,-28913.48,1601.95,17116.78,-5565.32,170.23,-2121.42,-5395.09,-7516.5,,,,,,,,,
281,1903.04,4479.35,4944.02,480.14,269.75,-114.7,-3872.21,-28902.06,1604.7,17134.48,-5546.61,170.4,-2073.49,-5376.22,-7449.71,,,,,,,,,
291,1838.68,4446.48,5008.79,468.1,266.68,-89.62,-3850.66,-28896.97,1605.08,17211.83,-5631.23,170.68,-1991.64,-5460.55,-7452.19,,,,,,,,,
301,1806.05,4508.73,4968.66,484.59,262.45,-120.15,-3850.1,-28821.87,1594.71,17174.03,-5647.52,173.52,-1992.89,-5474.01,-7466.9,,,,,,,,,
311,1803.85,4445.2,5014.52,471.55,283.74,-104.93,-3865.98,-29014.65,1605.33,17340.79,-5577.85,169.11,-2020.57,-5408.74,-7429.31,,,,,,,,,
321,1809.32,4565.31,4988.58,489.69,262.9,-116.7,-3910.56,-28910.41,1623.6,17168,-5582.1,170.49,-2030.27,-5411.61,-7441.88,,,,,,,,,
331,1781.36,4414.98,5005.36,483.17,279.72,-100.82,-3884.26,-28974.71,1623.94,17264.76,-5604.1,172.01,-2106.49,-5432.09,-7538.58,,,,,,,,,
