GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
591,1826,4485.73,5270.96,512.41,273.07,-229.93,-3914.14,-31986.69,1737.21,22695.71,-6525.35,181.53,670.34,-6343.82,-5673.49,,,,,
601,1855.88,4308.39,5216.95,496.46,282.29,-205.65,-3880.75,-31964.3,1778.2,22675.75,-6551.83,180.12,563.21,-6371.71,-5808.5,,,,,
611,1796.26,4436.42,5279.71,493.37,262.04,-206.96,-3948.59,-31921.34,1750.03,22660.3,-6512.12,181.12,601.26,-6331.01,-5729.74,,,,,
621,1834.99,4428.85,5232.33,503.5,268.01,-215.83,-3960.44,-31926.7,1757.42,22670.21,-6534.81,179.08,592.32,-6355.73,-5763.4,,,,,
631,1826.44,4399.82,5280.42,511.88,276.16,-204.95,-3895.49,-32067.95,1763.43,22626.04,-6391.39,179.9,515.8,-6211.49,-5695.68,,,,,
641,1813.92,4350.63,5238.07,515.02,275.14,-198.5,-3880.2,-31908.12,1730.42,22731.75,-6598.28,184.5,668.13,-6413.78,-5745.65,,,,,
651,1836.67,4502.02,5244.62,497.31,278.15,-200.55,-3889.18,-31926.49,1721.58,22604.48,-6533.63,181.85,668.61,-6351.78,-5683.17,,,,,
661,1844.01,4522.17,5229.41,507.2,289.86,-215.08,-3902.25,-31732.45,1715.22,22581.81,-6660.97,181.99,839.9,-6478.99,-5639.09,,,,,
671,1883.75,4456.06,5255.98,528.47,274.56,-208.07,-3915.2,-31850.16,1747.38,22667.62,-6598.86,181.43,840.38,-6417.42,-5577.04,,,,,
681,1828.91,4618.19,5250.73,517.77,271.9,-190.92,-3908.72,-31918.45,1745.94,22532.04,-6463.56,180.09,747.39,-6283.47,-5536.08,,,,,
691,1785.04,4430.22,5228.45,491.51,260.58,-199.93,-3901.9,-32068.04,1770.49,22761.12,-6457.75,182.1,557.52,-6275.65,-5718.12,,,,,
701,1864.47,4463.7,5232.6,528.62,284.41,-193.66,-3914.13,-32020.24,1727.2,22631.16,-6460.57,179.51,604.13,-6281.07,-5676.94,,,,,
711,1843.93,4460.15,5243.52,510.71,281.64,-206.02,-3890.32,-32015.42,1785.03,22680.13,-6419.82,178.31,693.37,-6241.51,-5548.14,,,,,
721,1812.11,4422.72,5241.85,500.26,290.81,-176.81,-3903.92,-31853.57,1736.13,22675.07,-6607.44,188.98,744.65,-6418.46,-5673.81,,,,,
731,1833.43,4401.19,5208.6,513.23,273.3,-167.83,-3894.31,-31933.11,1737.3,22747.65,-6583.44,186.83,719.43,-6396.62,-5677.18,,,,,
741,1810.06,4472.56,5210.67,510.41,284.53,-174.7,-3898.35,-31870.82,1756.21,22647.54,-6569.79,181.73,748.12,-6388.07,-5639.95,,,,,
751,1799.91,4485.85,5249.2,490.14,286.49,-191.27,-3936.39,-31779.22,1694.84,22654.59,-6579.92,181.71,754.15,-6398.2,-5644.06,,,,,
761,1946.61,4430.18,5272.45,522.7,260.75,-214.19,-3865.12,-31760.97,1705.77,22495.75,-6606.67,189.27,793.93,-6417.4,-5623.46,,,,,
771,1780.55,4466.39,5179.82,496.96,263.51,-209.62,-3875.62,-31818.89,1755.21,22641.08,-6606.45,187.76,679.39,-6418.69,-5739.31,,,,,
781,1789.12,4504.73,5197.02,526.75,269.55,-220.11,-3864.99,-31809.86,1708.63,22540.37,-6608.82,185.78,641.21,-6423.05,-5781.84,,,,,
791,1763.46,4396.13,5246.98,510.55,260.44,-189.02,-3891.05,-31873.23,1762.18,22681.79,-6546.87,184.57,668.25,-6362.3,-5694.04,,,,,
801,1806.91,4469.34,5235.32,514.82,281.92,-220.09,-3932.14,-31614.12,1718.14,22515.37,-6676.9,187.24,775.47,-6489.66,-5714.19,,,,,
811,1825.13,4450.89,5221.87,519.47,267.44,-187.61,-3904.91,-31651.47,1755.98,22669.86,-6752.21,188.83,966.64,-6563.38,-5596.74,,,,,
821,1779.92,4411.99,5223.81,500.7,270.71,-198.62,-3888,-31797.73,1766.73,22623.66,-6622.29,181.8,693.17,-6440.49,-5747.32,,,,,
831,1858.5,4436.99,5193.69,510.06,275.64,-200.19,-3898.25,-31851.45,1735.77,22585.79,-6562.27,180.95,646.55,-6381.32,-5734.77,,,,,
841,1843.47,4408.22,5247.27,507.57,277.51,-225.08,-3879.54,-31738.21,1748.47,22555.74,-6661.48,190.04,745.43,-6471.43,-5726.01,,,,,
851,1787.49,4305.99,5255.9,519.79,288.27,-220.33,-3873.44,-31928.1,1775.94,22654.03,-6468.49,186.12,565.53,-6282.37,-5716.85,,,,,
861,1845.07,4446.58,5231.98,504.29,254.95,-186.32,-3847.6,-31873.45,1746.16,22507.81,-6543.77,189.69,629.46,-6354.08,-5724.62,,,,,
871,1863.49,4471,5243.54,522.09,268.58,-199.55,-3891.98,-31670.24,1744.89,22494.63,-6712.02,188.68,846.44,-6523.35,-5676.91,,,,,
881,1745.44,4339.92,5241.76,505.45,293.88,-207.24,-3841.72,-31647.4,1733.54,22618.75,-6770.36,190.11,782.36,-6580.25,-5797.89,,,,,
891,1779.66,4392.91,5195.89,521.73,261.27,-182.23,-3904.42,-31864.24,1732.65,22612.72,-6517.9,184.45,545.96,-6333.45,-5787.49,,,,,
901,1799.64,4476.81,5207.77,511.58,289.4,-196.17,-3900.65,-31648.6,1742.73,22643.86,-6782.37,189.71,926.38,-6592.66,-5666.29,,,,,
911,1800.43,4448,5215.83,525.22,258.95,-202.01,-3922.54,-31869.9,1754.45,22720.12,-6601.47,182.47,728.54,-6419,-5690.46,,,,,
921,1800.03,4514.02,5197.78,512.33,269.93,-169.85,-3867.43,-31695.87,1705.96,22579.37,-6757.27,190.74,846.28,-6566.53,-5720.26,,,,,
931,1806.29,4516.5,5223.86,516.02,274.42,-185.9,-3867.54,-31884.09,1698.46,22577.08,-6582.87,190.19,675.12,-6392.68,-5717.56,,,,,
941,1821.67,4432.94,5214.43,490.81,286.39,-198.75,-3856.41,-31676.83,1739.85,22589.83,-6763.48,187.4,843.91,-6576.08,-5732.16,,,,,
951,1754.58,4442.4,5245.33,499.93,281.96,-177.71,-3857.97,-31738.36,1731.91,22576.89,-6661.83,193,758.96,-6468.83,-5709.87,,,,,
961,1775.9,4339.09,5217.98,501.66,258.99,-179.49,-3875.59,-32054.83,1772.72,22831.43,-6580.86,188.87,587.86,-6391.99,-5804.13,,,,,
971,1802.5,4457.66,5266.78,497.62,271.52,-190.45,-3885.07,-31987.83,1708.9,22780.88,-6574.63,188.53,722.52,-6386.1,-5663.58,,,,,
981,1854.37,4479.65,5243.51,497.69,299.08,-183.86,-3906.42,-31759.04,1718.64,22590.03,-6675.06,188.3,833.65,-6486.76,-5653.12,,,,,
991,1780.74,4404.7,5191.2,502.43,275.54,-177.01,-3937.14,-31935.73,1744.75,22763.98,-6578.81,188.43,613.44,-6390.38,-5776.94,,,,,
1001,1811.99,4404.15,5228.59,497.31,274.38,-212.02,-3873.71,-31771.15,1703.94,22662.71,-6691.12,192.73,726.19,-6498.39,-5772.2,,,,,
1011,1822.74,4485.13,5266.36,533.32,276.22,-181.98,-3884.09,-31783.82,1701.4,22627.74,-6681.13,186.74,863,-6494.38,-5631.38,,,,,
1021,1803.06,4466.58,5206.61,510.96,277.59,-189.02,-3882.8,-31991.15,1755.52,22678.53,-6508.28,187.65,635.88,-6320.63,-5684.75,,,,,
