GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
1,1741.95,4482.43,5009.28,474.38,282.35,-95.13,-4027.96,-29679.75,1659.54,17290.74,-4947.96,144.99,-2862.15,-4802.97,-7665.13,,,,,,,,,
11,1822.35,4392.48,4996.44,476.24,275.44,-90.12,-3838.78,-29161.7,1636.27,17206.34,-5382.78,165.67,-2285.05,-5217.11,-7502.16,,,,,,,,,
21,1841.65,4452.94,4995.44,465.69,252.35,-89.4,-3916.53,-29159.23,1586.67,17192.56,-5377.05,162.2,-2377.85,-5214.85,-7592.7,,,,,,,,,
31,1819.43,4475.55,4941.09,480.99,262.54,-94.04,-3891.08,-29269.31,1611.89,17211.17,-5283.09,165.66,-2451.75,-5117.43,-7569.18,,,,,,,,,
41,1783.82,4490.5,4990.35,462.65,249.18,-114.14,-3940.39,-29240.55,1608.62,17223.11,-5301.01,161.13,-2486.85,-5139.89,-7626.74,,,,,,,,,
51,1825.3,4419.6,4965.14,471.02,291.08,-94.8,-3823.31,-29383.53,1652.07,17302.64,-5267.32,163.28,-2374.79,-5104.03,-7478.82,,,,,,,,,
61,1755.38,4557.97,4961.92,481.62,264.89,-102.07,-3967.44,-29111.13,1622.15,17121.28,-5363.97,161.59,-2415.42,-5202.38,-7617.8,,,,,,,,,
71,1754.96,4590.49,4978.56,481.64,270.56,-113.98,-3899.33,-29124.23,1652.92,17171.43,-5400.14,167.68,-2236.97,-5232.46,-7469.43,,,,,,,,,
81,1862.47,4519.26,4990,500.04,280.86,-118.57,-3907.85,-29174.83,1632.48,17105.35,-5313.1,164.55,-2310.79,-5148.55,-7459.34,,,,,,,,,
91,1846.32,4507.37,4990.58,500.12,272.11,-93.45,-3864.09,-29341.03,1630.85,17210.36,-5248.62,162.44,-2340.86,-5086.18,-7427.04,,,,,,,,,
101,1849.91,4428.63,4946.67,486.15,263.66,-93.17,-3861.46,-29385.85,1662.1,17230.01,-5243.33,161.99,-2473.36,-5081.33,-7554.69,,,,,,,,,
111,1801.12,4364.66,4972.79,456.33,257.51,-122.41,-3881.16,-29419.16,1645.24,17299.01,-5214.39,165.9,-2626.09,-5048.49,-7674.58,,,,,,,,,
121,1790.01,4467.17,4968.9,479.01,271.76,-83.81,-3904.38,-29354.68,1642,17180.35,-5180.99,160.02,-2543.67,-5020.97,-7564.64,,,,,,,,,
131,1883.73,4432.46,5037.07,482.27,274.49,-110.34,-3871.33,-29411.23,1649.97,17083.51,-5099.92,157.13,-2549.4,-4942.79,-7492.19,,,,,,,,,
141,1794.27,4479.35,4994.76,486.71,261.49,-97.07,-3910.1,-29255.52,1606.5,17112.11,-5230.99,163.16,-2527.51,-5067.83,-7595.33,,,,,,,,,
151,1874.64,4477.91,4946.89,482.9,268.47,-76.99,-3893.89,-29283.54,1615.9,17171.15,-5305.24,159.51,-2416.57,-5145.74,-7562.31,,,,,,,,,
161,1799.35,4486.83,4973.08,471.26,283.17,-119.76,-3878.58,-29314.52,1616.91,17101.43,-5173.11,163.24,-2580.83,-5009.87,-7590.7,,,,,,,,,
171,1865.59,4456.68,4930.84,475.72,250.5,-96.4,-3906.07,-29220.03,1656.02,17248.05,-5352.82,160.69,-2339.09,-5192.12,-7531.21,,,,,,,,,
181,1806.52,4520.86,4968.44,470.65,262.12,-92.89,-3951.72,-29226.79,1612.14,17168.66,-5268.09,156.56,-2462,-5111.53,-7573.53,,,,,,,,,
191,1851.1,4536.95,4967.69,478.8,294.44,-110.47,-3923.92,-29063.18,1616.38,17107.03,-5370.41,160.76,-2245.18,-5209.65,-7454.83,,,,,,,,,
