GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
1,1723.38,4230.33,5372.44,503.63,262.06,-162.91,-3981.97,-32262.56,1789.01,22698.22,-6111.21,160.52,171.63,-5950.69,-5779.05,,,,,
11,1790.03,4260.66,5306.24,496.89,281.77,-192.7,-3955.41,-31858.04,1796.69,22656.96,-6537.43,177.23,583.08,-6360.2,-5777.13,,,,,
21,1849.55,4210.49,5277.12,518.32,273.92,-187.31,-3887.98,-31732.28,1778.74,22677.07,-6655.24,182.71,777.64,-6472.53,-5694.89,,,,,
31,1764.57,4239.87,5321.14,510.98,268.84,-190.02,-3896.82,-31942.02,1731.93,22742.38,-6565.37,181.09,550.85,-6384.28,-5833.43,,,,,
41,1821.24,4252.07,5266.13,532.47,270.96,-203.95,-3888.42,-31820.12,1748.73,22693.74,-6590.5,181.11,672.85,-6409.39,-5736.54,,,,,
51,1860.05,4218.49,5297.75,501.57,289.39,-206.84,-3951.7,-31948.25,1756.59,22725.72,-6441.89,176.09,542.77,-6265.8,-5723.03,,,,,
61,1821.65,4299.43,5307,524.24,285.45,-204.27,-3842.75,-32048.37,1735.3,22679.08,-6422.5,184.49,556.77,-6238.01,-5681.24,,,,,
71,1858.64,4212.93,5270.27,505.35,266.17,-181.4,-3875.02,-31790.16,1727.19,22649.63,-6591.9,178.95,643.59,-6412.95,-5769.36,,,,,
81,1839.93,4218.48,5344.86,502.95,276.08,-230.2,-3923.71,-31816.76,1780.86,22685.17,-6560.58,180.24,677.66,-6380.34,-5702.69,,,,,
91,1784.58,4175.07,5253.41,489.76,295.8,-179.43,-3879.15,-31977.67,1760.31,22719.81,-6497.87,184.06,442.5,-6313.81,-5871.31,,,,,
101,1817.91,4259.24,5270.21,514.08,270.51,-205.09,-3899.79,-31775.44,1787.05,22663.7,-6651.38,179.72,702.38,-6471.65,-5769.27,,,,,
111,1778.83,4282.77,5269.22,511.42,264.91,-213.02,-3893.21,-31743.56,1788.5,22665.12,-6627.71,184.37,710.98,-6443.35,-5732.37,,,,,
121,1798.17,4141.09,5280.34,496.81,252.73,-194.25,-3902.46,-31767.84,1747.72,22668.6,-6595.09,183.14,520.91,-6411.95,-5891.05,,,,,
131,1838.88,4273.77,5289.12,514.98,270.65,-204.8,-3915.3,-31791.59,1751.58,22593.83,-6548.8,183.3,621.12,-6365.51,-5744.38,,,,,
141,1813.45,4237.27,5236.71,511.82,266.87,-185.44,-3913.33,-31944.7,1734.55,22695.2,-6486.47,178.57,452.4,-6307.9,-5855.49,,,,,
151,1813.89,4271.51,5227.8,531.38,265.16,-168.51,-3853.55,-31976.56,1749.03,22721.23,-6491.92,184.61,581.37,-6307.3,-5725.93,,,,,
161,1817.28,4325.11,5239.43,515.04,282.55,-203.72,-3892.49,-31808,1740.14,22546.16,-6542.64,186.7,561.5,-6355.94,-5794.43,,,,,
171,1763.66,4252.41,5177.35,495,261.62,-153.6,-3907.26,-31636.6,1744.37,22628.04,-6695.48,182.6,625,-6512.87,-5887.87,,,,,
181,1770.98,4222.24,5281.06,519.62,264.6,-199.9,-3874.84,-31966,1753.24,22652.79,-6501.42,182.27,423.78,-6319.15,-5895.37,,,,,
191,1848.19,4183.44,5285.72,503.31,266.25,-216.73,-3871.16,-32205.98,1754.87,22711.84,-6309.82,181.83,259.76,-6128,-5868.23,,,,,
201,1835.55,4154.95,5254.58,511.96,284.58,-171.16,-3910.74,-31939.73,1725.4,22767.53,-6528.25,182.76,512.92,-6345.49,-5832.57,,,,,
211,1818.07,4205.37,5266.83,502.28,280.05,-210.51,-3888.32,-31866.48,1768.9,22649.29,-6546.17,182.69,525.47,-6363.48,-5838,,,,,
221,1808,4299.04,5259.4,505.29,246.51,-223.05,-3867.55,-32069.7,1745.94,22717.85,-6393.22,183.12,421.73,-6210.1,-5788.38,,,,,
231,1749.77,4301.33,5229.99,513.74,273.93,-188.49,-3925.15,-31892.2,1742.23,22661.44,-6517,176.88,466.59,-6340.13,-5873.54,,,,,
241,1805.67,4174.79,5257.94,504.32,282.56,-221.17,-3938.64,-31737.2,1755.82,22701.34,-6645.16,182.27,585.43,-6462.9,-5877.47,,,,,
251,1772.09,4242.93,5276.41,506.61,279.96,-182.78,-3878.05,-31824.5,1762.77,22606.23,-6556.76,182.95,561.67,-6373.81,-5812.14,,,,,
261,1800.11,4253.4,5254.33,510.17,295.21,-193.23,-3926.27,-31914.15,1751.89,22592.42,-6460.57,179.54,423.89,-6281.04,-5857.15,,,,,
271,1823.89,4178.19,5247.6,503.61,266.49,-227.48,-3862.87,-32009.41,1759.6,22649.87,-6429.46,179.42,329.49,-6250.04,-5920.55,,,,,
281,1808.46,4235.38,5238.56,522.2,272.1,-193.54,-3905.38,-31981.57,1747.07,22634.06,-6422.66,181.09,377.33,-6241.58,-5864.25,,,,,
291,1771.5,4281.22,5267.73,514.94,252.22,-204.45,-3907.72,-31899.87,1746.87,22601.41,-6509,177.87,423.85,-6331.13,-5907.28,,,,,
301,1818.94,4248.58,5265.8,503.21,267.58,-177.21,-3937.56,-31654.18,1777.57,22564.75,-6687.43,181.32,677.49,-6506.11,-5828.61,,,,,
311,1776.8,4264.66,5283.42,495.81,248.57,-174.81,-3927.34,-31936.36,1741.88,22647.13,-6496.43,180.28,419.76,-6316.15,-5896.39,,,,,
321,1780.93,4301.46,5202.62,505.24,260.34,-178,-3943.76,-31803.73,1726.29,22505.39,-6470.56,182.05,356.78,-6288.51,-5931.74,,,,,
331,1814.21,4147.58,5244.52,515.15,264.49,-177.19,-3895.43,-32033.1,1750.49,22621.32,-6388.32,179.07,252.04,-6209.26,-5957.21,,,,,
341,1837.67,4246.26,5271.58,510.96,268.78,-198.96,-3820.57,-31945.36,1700.54,22533.5,-6458.22,180.7,404.4,-6277.52,-5873.12,,,,,
351,1790.25,4298.01,5302.8,507.02,282.51,-205.41,-3910.42,-32241.45,1759.13,22718.08,-6323.17,177.34,300.52,-6145.83,-5845.31,,,,,
361,1828.39,4237.14,5298.16,519.76,265.23,-195.1,-3905.57,-32031.61,1743.48,22633.35,-6418.68,180.77,393.21,-6237.91,-5844.7,,,,,
371,1809.76,4210.52,5303.62,503.67,288.15,-223.19,-3855.42,-32102.43,1763.13,22643.29,-6386.26,180.28,341.1,-6205.98,-5864.88,,,,,
381,1808.06,4207.31,5250.94,515.48,285.2,-197.5,-3894.12,-31947.6,1759.01,22715.47,-6540.67,179.53,502.25,-6361.14,-5858.89,,,,,
391,1793.24,4248.82,5253.73,498.97,272.03,-218.14,-3891.94,-31904.51,1722.54,22632.31,-6569.15,181.88,407.06,-6387.27,-5980.2,,,,,
