GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
1,1747.87,4441.65,5387.48,519.48,282.92,-171.03,-3991.51,-32543.45,1770.21,22740.3,-5900.78,160.41,183.93,-5740.36,-5556.43,,,,,
11,1838.29,4415.05,5259.55,493.29,263.37,-178.28,-3902.3,-31998.25,1708.33,22618.85,-6397.31,179.31,517.91,-6218,-5700.09,,,,,
21,1824.96,4447.78,5344.28,520.64,293.44,-196.93,-3856.08,-32231.91,1756.98,22670.65,-6294.02,180.17,573.8,-6113.85,-5540.04,,,,,
31,1835.34,4537.68,5297.4,512.34,286.59,-194.7,-3857.6,-32183.86,1726.45,22643.83,-6304.13,184.07,603.46,-6120.06,-5516.61,,,,,
41,1771.63,4500.8,5320.71,515.69,294.46,-168.24,-3840.7,-32313.17,1733.5,22651.09,-6184.47,184.39,465.76,-6000.07,-5534.31,,,,,
51,1720.63,4490.32,5336.68,527.02,290.78,-185.7,-3927.37,-32226.44,1754.95,22662.22,-6252.62,178.06,443.09,-6074.57,-5631.48,,,,,
61,1786.46,4463.67,5300.6,494.29,277.19,-179.58,-3862.36,-32117.24,1708.81,22688.83,-6378.92,182.24,560.67,-6196.68,-5636.01,,,,,
71,1833.85,4409.62,5273.28,497.35,269.12,-194.79,-3822.79,-32176.12,1729.44,22672.42,-6328.58,183.68,491.38,-6144.89,-5653.52,,,,,
81,1799.71,4385.27,5298.21,513.94,273.14,-165.23,-3890.69,-32143.89,1763.06,22727.85,-6329.28,181.07,561.36,-6148.21,-5586.85,,,,,
91,1796.33,4455.3,5279.15,513.57,276.83,-180.45,-3862.36,-32230.99,1750.27,22696.71,-6271.75,181.57,494.35,-6090.17,-5595.83,,,,,
101,1888.95,4439.98,5315,516.09,262.26,-185.88,-3916.89,-32210.26,1717.54,22700.84,-6297.57,180.01,527.65,-6117.56,-5589.92,,,,,
111,1851.97,4419.33,5251.71,517.44,280.87,-178.15,-3864.04,-32224.01,1727,22717.04,-6338.81,179.16,499.16,-6159.65,-5660.49,,,,,
121,1840.87,4542.51,5235.07,514.05,264.9,-197.76,-3840.49,-32214.4,1750.91,22732.45,-6368.74,183.93,628.1,-6184.81,-5556.71,,,,,
131,1830.15,4461.18,5311.88,515.33,280.03,-189.95,-3901.83,-32177.96,1719.47,22671.07,-6321.9,181.32,519.37,-6140.58,-5621.21,,,,,
141,1777.6,4450.32,5255.42,488.91,269.22,-154.02,-3881.32,-32299.53,1718.62,22761.29,-6287.67,181.41,386.51,-6106.26,-5719.75,,,,,
151,1823.02,4437.3,5305.29,500.9,269.07,-194.26,-3911.09,-32588,1733.11,22843.66,-6024.87,182.27,219.01,-5842.6,-5623.59,,,,,
161,1893.29,4416.53,5235.72,523.27,298.5,-168.89,-3890.39,-32341.3,1719.55,22734.36,-6227.61,179.74,420.65,-6047.87,-5627.22,,,,,
171,1790.87,4389.7,5224.24,518.94,256.05,-173.81,-3905.08,-32333.91,1746.06,22761.64,-6234.34,181.78,274.7,-6052.57,-5777.87,,,,,
181,1757.09,4489.75,5229.24,515.02,273.6,-188.71,-3859.1,-32217.81,1719.53,22631.04,-6264.95,183.72,349.66,-6081.24,-5731.58,,,,,
191,1779.45,4405.27,5249.18,498.99,283.49,-179.25,-3873.48,-32331.69,1730.04,22800.4,-6295,182.72,362.39,-6112.27,-5749.88,,,,,
201,1826.41,4411.04,5237.47,505.87,281.69,-184,-3826.84,-32199.59,1722.71,22745.02,-6371.62,186.6,519.78,-6185.02,-5665.24,,,,,
211,1838.4,4369.66,5252.7,502.43,280.68,-200.36,-3887.4,-32189.38,1746.2,22737.39,-6361.72,182.99,450.31,-6178.72,-5728.41,,,,,
221,1885.97,4363.85,5290.87,505.05,277.36,-186.36,-3914.03,-32121.15,1745.48,22658.86,-6346.19,179.6,505.91,-6166.59,-5660.68,,,,,
231,1812.92,4476.04,5236.69,515.4,256.42,-171.98,-3877.7,-32260.13,1753.14,22788.08,-6314.34,179.5,528.87,-6134.83,-5605.96,,,,,
241,1797.74,4461.04,5224.08,495.03,275.04,-156.57,-3914.8,-32298.43,1719.51,22669.79,-6181.88,180.93,272.42,-6000.95,-5728.53,,,,,
251,1810.91,4366.37,5240.42,501.46,267.54,-190.06,-3876.11,-32254.76,1728.81,22659.26,-6242.83,181.96,253.83,-6060.87,-5807.04,,,,,
261,1865.59,4509.62,5238.81,517.51,286.35,-189.36,-3892.25,-32252.8,1696.56,22635.62,-6208.44,184.52,415.65,-6023.92,-5608.27,,,,,
271,1856.28,4450.43,5252.3,498.98,271.06,-189.98,-3872.9,-32066.68,1734.28,22583.69,-6358.44,182.7,517.47,-6175.74,-5658.27,,,,,
281,1835.41,4391,5237.66,502.05,274.77,-167.45,-3861.48,-31963.28,1752.93,22639.49,-6523.32,187.11,641.09,-6336.21,-5695.12,,,,,
291,1839.57,4414.54,5227.57,499.43,293.1,-183.74,-3892.79,-32237.53,1759.58,22671.14,-6247.98,181.42,390.86,-6066.56,-5675.7,,,,,
