GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
1,1743.73,4206.7,4954.63,475.72,265.9,-99.14,-4018.62,-29549.26,1650.73,17277.39,-5048.66,144.51,-3092.22,-4904.15,-7996.38,,,,,,,,,
11,1790.82,4260.06,5007.81,479.07,275.13,-107.84,-3933.96,-29229.21,1595.47,17162.65,-5314.17,160.53,-2700,-5153.64,-7853.65,,,,,,,,,
21,1853.71,4214.3,5021.7,486.99,257.49,-107.68,-3911.05,-29195.7,1590.11,17194.34,-5392.34,166.93,-2595.79,-5225.41,-7821.2,,,,,,,,,
31,1779.96,4184.6,5033.4,489.45,287.94,-101.53,-3871.24,-29199.17,1619.96,17249.35,-5410.59,168.29,-2527.28,-5242.31,-7769.58,,,,,,,,,
41,1767.8,4149.1,4974.69,455.77,270.45,-88.53,-3869.13,-29228.05,1621.85,17186.6,-5349.88,167.22,-2759.44,-5182.66,-7942.1,,,,,,,,,
51,1780.19,4206.37,5012.64,480.75,273.5,-121.88,-3903.39,-29122.8,1626.8,17150.52,-5421.31,165.12,-2617.29,-5256.19,-7873.47,,,,,,,,,
61,1800.66,4267.42,5028.94,476.56,272.91,-127.96,-3893.55,-29216.17,1617.92,17170.32,-5333.01,162.04,-2602.95,-5170.97,-7773.92,,,,,,,,,
71,1868.16,4239.89,4975.65,485.32,268.2,-113.15,-3907.54,-29177.06,1651.35,17163.66,-5348.01,167.13,-2545.53,-5180.87,-7726.41,,,,,,,,,
81,1784.23,4209.44,4994.06,481.1,287.13,-127.08,-3905.38,-29346.24,1627.84,17319.6,-5333.44,163.53,-2675.29,-5169.9,-7845.19,,,,,,,,,
91,1849.43,4265.74,4970.73,485.25,277.26,-83.91,-3857.39,-29205.74,1664.41,17193.72,-5412.66,169.47,-2440.5,-5243.18,-7683.69,,,,,,,,,
101,1801.32,4158.44,4977.33,465.07,259.92,-106.78,-3856.57,-29187.21,1625.22,17253.75,-5428.4,167.24,-2609.51,-5261.16,-7870.67,,,,,,,,,
111,1798.87,4283.51,5020.05,481.8,274.28,-107.94,-3868.86,-29168.47,1603.02,17288.97,-5468.82,167.78,-2394.78,-5301.04,-7695.82,,,,,,,,,
121,1756.03,4249.15,5008.61,479.62,286.19,-109.86,-3892.49,-29232.6,1617.82,17318.42,-5445.09,164.55,-2519.1,-5280.54,-7799.65,,,,,,,,,
131,1814.58,4348.05,5010.64,481.58,260.27,-119.61,-3930.11,-29230.89,1646.78,17215.23,-5377.93,166.54,-2503.48,-5211.39,-7714.87,,,,,,,,,
141,1785.75,4203.14,4991.43,468.35,263.1,-85.64,-3890.33,-29258.84,1608.88,17253.1,-5349.89,166.66,-2661.05,-5183.23,-7844.28,,,,,,,,,
151,1789.64,4301.91,4993.68,468.9,267.8,-109.25,-3903.45,-29383.83,1651.67,17207.48,-5251.31,164.53,-2715.45,-5086.78,-7802.23,,,,,,,,,
161,1783.87,4281.68,5025.25,488.98,276.69,-119.14,-3865.71,-29342.94,1632.28,17231.26,-5335.87,165.93,-2607.78,-5169.93,-7777.72,,,,,,,,,
171,1795.2,4227.09,5009.19,485.53,270.7,-121.15,-3857.67,-29355.87,1631.05,17287.8,-5325.64,162.14,-2628.15,-5163.51,-7791.65,,,,,,,,,
181,1822.51,4273.1,4958.51,468.77,281.55,-96.12,-3883.52,-29119.58,1614.07,17126.39,-5442.64,163.62,-2554.32,-5279.02,-7833.34,,,,,,,,,
191,1788.98,4236.63,5006.73,463.9,264.9,-131.48,-3898.85,-29050.7,1615.71,17157.85,-5474.14,164.78,-2546.33,-5309.35,-7855.68,,,,,,,,,
201,1775.34,4221.71,4982.18,472.81,255.4,-117.82,-3891.94,-29220.93,1627.52,17120.17,-5345.2,167.66,-2775.57,-5177.54,-7953.11,,,,,,,,,
211,1842.41,4237.56,4966.47,469.34,274.45,-98.05,-3916.06,-29178.6,1625.2,17202.51,-5449.49,170.15,-2574.77,-5279.34,-7854.11,,,,,,,,,
221,1875.38,4230.35,4953.02,479.51,272.75,-117.63,-3849.05,-29028.55,1632.44,17019.68,-5443.55,168.58,-2532.09,-5274.97,-7807.06,,,,,,,,,
231,1831.7,4269.08,4977.11,484.89,259.77,-95.19,-3876.82,-29162.3,1595.36,17201.09,-5418.14,166.55,-2515.32,-5251.59,-7766.9,,,,,,,,,
241,1786.36,4193.58,4998.72,463.87,295.06,-112.51,-3876.28,-29181.71,1644.65,17159.18,-5366.61,164.12,-2629.08,-5202.49,-7831.57,,,,,,,,,
251,1761.98,4234.67,5010.01,465.44,269.82,-100.12,-3913.96,-29129.44,1614.2,17143.81,-5411.67,163.7,-2643.61,-5247.96,-7891.57,,,,,,,,,
261,1810.72,4270.19,4923.81,475.07,274.21,-124.08,-3840.4,-29293.58,1627.54,17188.24,-5317.76,165.74,-2688.27,-5152.02,-7840.3,,,,,,,,,
271,1831.24,4260.26,4984.6,495.3,267.43,-92.41,-3851.75,-29131.25,1599.19,17115.2,-5454.82,168.09,-2522.2,-5286.73,-7808.92,,,,,,,,,
281,1829.27,4229.4,4990.29,486.3,293.57,-96.88,-3828.68,-29196.71,1604.87,17145.1,-5421.51,171.14,-2543.47,-5250.37,-7793.84,,,,,,,,,
291,1847.14,4207.81,4989.87,483.17,281.54,-108,-3853.76,-29175.85,1629.69,17147.01,-5369.83,166.63,-2551.37,-5203.2,-7754.57,,,,,,,,,
301,1822.21,4227.92,4935.52,475.59,275.05,-111.06,-3839.12,-29087.84,1628.06,17090.86,-5436.19,166.33,-2582.8,-5269.86,-7852.66,,,,,,,,,
311,1813.41,4174.7,4928.41,456.16,269.6,-96.08,-3840.33,-29002.91,1612.71,17149.54,-5541.01,166.03,-2534.79,-5374.98,-7909.77,,,,,,,,,
321,1823.78,4170.74,5008.44,480.46,262.38,-121.08,-3841.81,-28919.46,1585.95,17072.7,-5586.74,171,-2477.88,-5415.74,-7893.62,,,,,,,,,
331,1811.11,4267.4,4945.64,479.53,247.7,-133.9,-3811.8,-29177.62,1617.82,17172.22,-5448.67,166.53,-2581.89,-5282.14,-7864.03,,,,,,,,,
341,1800.71,4307.32,5000.19,478.12,279.4,-133.38,-3873.36,-29027.96,1603.75,17132.7,-5498.02,169.03,-2432.51,-5328.99,-7761.51,,,,,,,,,
