GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
1,1763.47,4481.63,5411.72,504.29,259.52,-179.28,-3981.75,-32466.45,1776.07,22539.69,-5885.52,160.63,108.9,-5724.89,-5615.98,,,,,
11,1825.16,4423.27,5313.52,505.04,282.6,-200.94,-3849.91,-31878.49,1727.21,22561.09,-6515.31,182.6,708.56,-6332.71,-5624.15,,,,,
21,1819.2,4530.6,5335.22,514.2,282.92,-208.57,-3926.71,-31975.66,1776.52,22601.08,-6475.48,179.86,748.79,-6295.62,-5546.83,,,,,
31,1826.03,4520.83,5257.45,521.59,276.52,-157.19,-3924.19,-31978.17,1751.04,22613.28,-6488.21,180.34,707.2,-6307.86,-5600.66,,,,,
41,1804.14,4464.86,5242.86,515.98,261.91,-202.71,-3926.08,-32095.36,1784.64,22718.2,-6454.06,179.94,568.42,-6274.12,-5705.7,,,,,
51,1797.48,4550.96,5207.88,516.92,276.19,-151.54,-3961.32,-31768.87,1716.46,22607.42,-6601.32,183.06,791.56,-6418.26,-5626.7,,,,,
61,1809.43,4486.15,5257.67,520.01,272.09,-178.94,-3887.62,-31828.02,1740.01,22688.76,-6716.54,185.58,879.56,-6530.96,-5651.4,,,,,
71,1835.36,4525.17,5273.91,514.87,303.74,-181.34,-3905.69,-32038.21,1775.07,22706.43,-6498.75,183.38,809.31,-6315.37,-5506.06,,,,,
81,1763.95,4472.73,5226.35,489.29,263.02,-179.59,-3901.5,-32037.99,1762.09,22700.92,-6468.34,181.25,559.27,-6287.09,-5727.82,,,,,
91,1841.91,4502.89,5266.41,494.09,284.89,-180.97,-3880.65,-32048.71,1741.68,22518.79,-6389.78,185.33,540.33,-6204.45,-5664.12,,,,,
101,1846.46,4425.44,5310.19,503.51,258.71,-206.02,-3883.06,-31978.13,1752.44,22558.3,-6461.23,186.35,587.84,-6274.87,-5687.04,,,,,
111,1828.28,4451.22,5239.52,506.25,285.01,-192.45,-3858.75,-32206.95,1720.35,22690.88,-6387.07,183.73,463.36,-6203.34,-5739.97,,,,,
121,1836.44,4492.82,5274.14,514.7,296.86,-198.55,-3902.14,-32029.48,1746.48,22551.39,-6449.49,187.71,582.66,-6261.78,-5679.12,,,,,
131,1847.52,4438.19,5275.78,506.49,297.83,-196.85,-3915.07,-32091.79,1737.21,22695.19,-6426.53,183.57,594.5,-6242.96,-5648.45,,,,,
141,1834.27,4438.9,5232.19,518.62,273.39,-188.69,-3854.17,-32252.92,1725.48,22670.21,-6335.7,180.19,397.28,-6155.51,-5758.23,,,,,
151,1766.48,4487.59,5307.87,512.78,268.73,-201.59,-3868.29,-32135.4,1778.42,22681.75,-6442.07,188.82,598.34,-6253.25,-5654.91,,,,,
161,1871.17,4379.23,5299.2,492.12,267.68,-187.24,-3935.22,-32159.15,1758.98,22716.97,-6403.28,179.58,503.73,-6223.7,-5719.97,,,,,
171,1845.26,4415.13,5249.12,509.6,267.36,-188.81,-3932.16,-32007.7,1771.84,22648.4,-6478.49,180.6,578.03,-6297.89,-5719.85,,,,,
181,1780.08,4538.28,5258.63,517.3,288.79,-206.6,-3916.7,-32020.61,1768.81,22712.37,-6559.49,181.58,720.34,-6377.91,-5657.56,,,,,
191,1796.09,4444.16,5210.15,523.68,253.84,-198.53,-3897.87,-31890.82,1786,22690.51,-6581.23,177.62,717.2,-6403.6,-5686.4,,,,,
201,1820.78,4398.65,5234.66,507.91,275.75,-186.52,-3932.02,-32096.18,1754.1,22721.38,-6497,180.06,498.5,-6316.94,-5818.44,,,,,
211,1814.06,4473.09,5254.17,506.05,287.77,-212.55,-3906.93,-32205.94,1724.98,22723.66,-6399.19,180.28,458.35,-6218.92,-5760.56,,,,,
