GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
1,1696.03,4157.73,4991.5,453.33,246.82,-76.86,-4076.47,-29727.52,1673.56,17469.88,-4986.58,142.05,-3191.99,-4844.52,-8036.52,,,,,,,,,
11,1850.78,4232.33,4983.38,483.55,268.64,-64.72,-3948.71,-29395.81,1639.08,17403.55,-5283.65,159.71,-2547.92,-5123.94,-7671.86,,,,,,,,,
21,1832.45,4271.73,5005.57,479.83,286.12,-107.16,-3877.66,-29339.79,1628.89,17332.93,-5315.36,162.39,-2487.09,-5152.97,-7640.06,,,,,,,,,
31,1823.39,4186.31,5020.25,459.32,300.86,-81.76,-3926.04,-29433.07,1615.88,17373.86,-5247.25,160.2,-2661.01,-5087.05,-7748.06,,,,,,,,,
41,1842.37,4227.23,5019.25,470.05,263.27,-131.57,-3933.04,-29420.84,1596.29,17384.8,-5270.88,162.78,-2682.18,-5108.11,-7790.28,,,,,,,,,
51,1836.67,4363.65,4961.83,488.37,271.76,-99.41,-3912.44,-29278.29,1628.57,17242.9,-5316.45,161.6,-2496.39,-5154.85,-7651.24,,,,,,,,,
61,1874.45,4267.1,4984.14,480.55,280.93,-94.23,-3868.99,-29282.3,1634.85,17303.24,-5342.36,163.36,-2420.24,-5178.99,-7599.24,,,,,,,,,
71,1885.25,4302.94,4982.66,488.32,269.79,-114.84,-3871.52,-29255.78,1642.53,17265.74,-5370.77,165.82,-2404.91,-5204.95,-7609.86,,,,,,,,,
81,1857.6,4263.96,4957.06,476.18,282.9,-121.52,-3957.67,-29106.59,1630.52,17285.57,-5457.25,164.49,-2432,-5292.76,-7724.76,,,,,,,,,
91,1818.57,4268.64,4973.47,479.95,278.88,-99.05,-3931.51,-29297.23,1656.25,17418.99,-5372.98,162.64,-2433.05,-5210.33,-7643.39,,,,,,,,,
101,1784.8,4247.17,4994.39,478.18,283.66,-98.24,-3928.65,-29270.08,1625.12,17344.2,-5377.42,162.51,-2539.43,-5214.91,-7754.34,,,,,,,,,
