GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
1,1730.22,4468.08,5005.51,459.06,258.96,-88.42,-4008.83,-29691.17,1630.55,17359.01,-4999.64,145.5,-2877.04,-4854.14,-7731.18,,,,,,,,,
11,1801.64,4488.04,5004.71,479.81,273.78,-85.73,-3921.03,-29074.94,1605.39,17252.83,-5462.41,161.74,-2175.5,-5300.67,-7476.17,,,,,,,,,
21,1846.69,4506.67,4976.48,478.3,289.72,-113.19,-3893.44,-29204,1586.85,17281.74,-5380.97,164.54,-2244.19,-5216.42,-7460.61,,,,,,,,,
31,1888.73,4378.8,5005.1,477.53,275.75,-114.07,-3891.15,-29097.8,1581.78,17151.6,-5400.38,165.43,-2343.74,-5234.95,-7578.68,,,,,,,,,
41,1831.32,4515.5,4964.2,476.24,278.3,-98.69,-3872.37,-28989.28,1589.08,17172.69,-5531.73,166.35,-2133.02,-5365.38,-7498.4,,,,,,,,,
51,1851.62,4532.49,4969.72,487.71,281.06,-118.71,-3888.48,-29001.84,1601.03,17239.28,-5526.66,165.56,-2046.11,-5361.09,-7407.21,,,,,,,,,
61,1814.37,4404.56,4986.19,477.13,279.01,-92.48,-3892.9,-29012.46,1604.95,17322.39,-5601.36,164.64,-2109.26,-5436.73,-7545.98,,,,,,,,,
71,1795.8,4503.33,5000.08,481.01,267.58,-134.77,-3864.33,-28897.05,1604.15,17232.02,-5628.21,166.74,-2012.18,-5461.47,-7473.66,,,,,,,,,
81,1776.59,4453.32,4964.25,479.78,280.02,-120.45,-3911.2,-29014.96,1609.56,17220.03,-5509.09,164.98,-2263.06,-5344.1,-7607.17,,,,,,,,,
91,1778.22,4533.08,4961.09,476.69,287.41,-97.43,-3897.32,-28991.15,1619.76,17284.95,-5568.4,167.95,-2044.7,-5400.45,-7445.15,,,,,,,,,
101,1842,4468.94,4984.01,479.59,284.34,-126.93,-3860.22,-29053.58,1599.53,17297.79,-5520.64,167.34,-2084.53,-5353.31,-7437.84,,,,,,,,,
111,1784.88,4462.05,4991.46,479.59,273.79,-104.6,-3870.61,-29070.59,1629.66,17310.7,-5501.13,169.45,-2113.67,-5331.68,-7445.34,,,,,,,,,
121,1776.87,4560.52,5030.73,487.01,290.11,-123.45,-3858.5,-29127.31,1594.51,17223.55,-5410.28,170.4,-2145.96,-5239.89,-7385.84,,,,,,,,,
131,1750.44,4529.64,4973.77,495.74,254.12,-116.05,-3893.07,-28938.7,1620.28,17198.97,-5584.38,171.79,-2124.88,-5412.58,-7537.46,,,,,,,,,
141,1877.65,4509.6,4914.49,465.07,278.06,-131.34,-3852.14,-28982.69,1596.38,17250.42,-5549.22,171.77,-2074.5,-5377.45,-7451.96,,,,,,,,,
151,1824.29,4538.09,4972.74,487.68,274.14,-103.34,-3806.65,-29026.11,1628.04,17289.34,-5580.85,167.7,-1921.78,-5413.15,-7334.94,,,,,,,,,
161,1811.61,4536.62,4957.44,479.76,275.6,-122.54,-3880.96,-28834.43,1587.38,17178.44,-5658.72,170.86,-2011.08,-5487.86,-7498.93,,,,,,,,,
171,1875.24,4549.88,4989.31,490.36,257.56,-106.21,-3902.67,-28712.13,1586.4,17161.92,-5748.57,172.32,-1810.35,-5576.25,-7386.6,,,,,,,,,
181,1842.1,4553.04,4965.07,477.17,277.26,-119.64,-3846.09,-28672.88,1574.48,17129.54,-5740.35,174.9,-1819.97,-5565.45,-7385.42,,,,,,,,,
191,1799.08,4344.56,4958.47,453.54,268.74,-133.82,-3846.13,-28814.28,1644.23,17241.29,-5687.91,172.16,-2084.31,-5515.75,-7600.06,,,,,,,,,
201,1786.75,4489.63,4985.87,483.43,272.08,-102.61,-3873.06,-28654.29,1611.24,17256.9,-5860.88,174.4,-1744.06,-5686.48,-7430.54,,,,,,,,,
211,1770.58,4531.84,5029.79,481.5,265.32,-128.44,-3843.33,-28900.96,1602.41,17283.03,-5689.76,172.05,-1908.27,-5517.71,-7425.98,,,,,,,,,
221,1811.16,4488.05,4966.16,478,278.4,-109.12,-3853.19,-28807.64,1581.96,17181.01,-5651.45,174.41,-1985.2,-5477.04,-7462.25,,,,,,,,,
231,1895.23,4483.45,4968.31,485.47,276.49,-125.68,-3830.39,-28960.2,1584.76,17256.82,-5644.94,173.6,-1965.75,-5471.34,-7437.09,,,,,,,,,
241,1744.15,4528.46,4991.62,468.76,252.15,-133.6,-3842.46,-28965.79,1619.23,17194.59,-5591.64,174.24,-2142.88,-5417.4,-7560.28,,,,,,,,,
251,1846.54,4571.76,4920.93,496.63,280.55,-132.05,-3799.59,-28744.3,1595.26,17205.46,-5773.2,176.23,-1758.82,-5596.96,-7355.78,,,,,,,,,
261,1817.32,4509.6,5033.9,479.04,268.04,-137.27,-3860.34,-28692.6,1593.47,17161.67,-5818.91,176.22,-1827.16,-5642.69,-7469.85,,,,,,,,,
