GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
1,1752.24,4442.11,5424.04,502.43,264.83,-155.88,-4006.02,-32568.85,1774.7,22725.73,-5857.43,160.37,155.32,-5697.06,-5541.74,,,,,
11,1795.43,4556.24,5302.59,523.01,263.97,-181.78,-3876.43,-32066.8,1736.78,22719.3,-6409.25,183.11,772.32,-6226.14,-5453.82,,,,,
21,1800.45,4504.49,5302.88,518.95,276.92,-198.04,-3860.33,-31960.78,1763.82,22653.97,-6488.86,182.64,802.33,-6306.22,-5503.89,,,,,
31,1868.57,4525.55,5274.02,501.62,270.89,-196.3,-3856.41,-31785.82,1707.31,22484.99,-6508.04,179.81,794.42,-6328.23,-5533.8,,,,,
41,1801.5,4546.16,5324.73,529.37,283.2,-171.39,-3900.94,-31853.94,1744.42,22549.29,-6527.69,176.35,852.38,-6351.34,-5498.96,,,,,
51,1821.39,4589.05,5282.73,508.12,270.98,-186.21,-3897.55,-31887.43,1713.91,22584.05,-6490.74,176.64,799.04,-6314.09,-5515.06,,,,,
61,1810.61,4514.18,5245.07,498.04,294.76,-210.66,-3863.82,-32165.3,1734.04,22723.49,-6340.81,177.24,580.39,-6163.57,-5583.18,,,,,
71,1791.35,4514.41,5316.45,510.78,277.91,-221.87,-3857.51,-32133.48,1724.12,22723.71,-6412.47,181.64,645.87,-6230.83,-5584.96,,,,,
81,1829.76,4562.47,5255.17,506.95,268.87,-204.56,-3852.79,-32255.12,1733.4,22708.17,-6286.03,183.4,552.33,-6102.63,-5550.3,,,,,
91,1797.64,4340.93,5274.53,491.04,272.46,-177.24,-3872.09,-32049.67,1731.12,22718.62,-6483.24,180.77,527.35,-6302.47,-5775.13,,,,,
101,1830.6,4549.41,5265.62,504.59,292.93,-186.77,-3907.68,-32156.38,1691.95,22718.98,-6370.75,180.96,603.24,-6189.8,-5586.55,,,,,
111,1828.87,4505.67,5300.12,513.62,311.66,-220.01,-3887.6,-31970.68,1718.66,22599.39,-6469.61,184.55,699.71,-6285.06,-5585.36,,,,,
121,1825.12,4510.36,5265.44,516.61,287.79,-218.94,-3873.71,-31973.17,1717.84,22602.87,-6413.79,184.15,660.23,-6229.64,-5569.41,,,,,
131,1841.01,4350.97,5267.61,482.6,256.78,-209.23,-3881.54,-32195.24,1730.84,22772.19,-6316.47,184.16,415.99,-6132.31,-5716.32,,,,,
141,1818.58,4430.11,5308.46,481.54,272.08,-242.66,-3903.96,-32170.76,1723.54,22730.75,-6351.57,181.85,447.68,-6169.72,-5722.04,,,,,
151,1817.84,4514.04,5283.2,523.31,281.92,-206.87,-3861.58,-32052.94,1757.01,22553.54,-6377.88,181.55,609.48,-6196.33,-5586.85,,,,,
161,1823.91,4483.82,5277.47,504.33,279.86,-197.19,-3874.23,-32083.96,1722.94,22662.54,-6416.06,182.68,599.49,-6233.38,-5633.89,,,,,
171,1828.04,4471.73,5275.79,501.09,282.13,-179.4,-3937.35,-31973.19,1689.13,22722.72,-6536.47,179.75,680.68,-6356.72,-5676.04,,,,,
181,1866.43,4416.25,5258.73,496.68,294.59,-206.15,-3966.44,-31898.71,1711.89,22749.64,-6569.59,180.61,722.91,-6388.98,-5666.06,,,,,
191,1813.08,4402.01,5239.63,510.18,292.02,-213.98,-3851.94,-32102.7,1727.11,22639.15,-6396.8,182.79,454.56,-6214.01,-5759.45,,,,,
201,1893.08,4477.38,5262.05,512.23,295.51,-190.47,-3828.92,-32157.72,1735.01,22706.42,-6395.51,185.91,704.57,-6209.6,-5505.04,,,,,
211,1791.89,4532.28,5244.22,533.99,267.76,-175.26,-3884.32,-32041.53,1759.24,22703.36,-6462.43,182.7,731.62,-6279.73,-5548.12,,,,,
221,1783.5,4343.23,5255.87,489.7,280.57,-192.72,-3849.68,-32208.25,1730.62,22787.36,-6372,181.74,420.2,-6190.26,-5770.06,,,,,
231,1807.53,4416.41,5271.83,498.61,254.82,-201.76,-3876.38,-32309.76,1735.65,22770.38,-6218.67,179.15,367.33,-6039.52,-5672.19,,,,,
241,1840.76,4387.24,5294.26,510.49,271.03,-202.95,-3805.92,-32239.15,1739.94,22642.96,-6290.6,181.71,438.67,-6108.89,-5670.21,,,,,
251,1785.57,4447.8,5218.86,502.01,279.01,-166.29,-3891.24,-32183.67,1747.27,22633.84,-6289.35,178.85,373.16,-6110.5,-5737.34,,,,,
261,1799.91,4391.3,5248.43,510.58,267.26,-200.92,-3881.12,-32236.54,1715.96,22778.02,-6333.41,179.32,392.87,-6154.09,-5761.22,,,,,
271,1792.56,4476.98,5224.47,503.86,262.37,-194.72,-3893.02,-32028.76,1747.69,22692.47,-6479.1,183.63,583.91,-6295.47,-5711.56,,,,,
281,1752.82,4476.96,5250.89,509.59,287.88,-175.53,-3900.82,-32026.4,1739.87,22745.16,-6519.3,178.82,660.4,-6340.48,-5680.08,,,,,
291,1777.19,4428.06,5268.38,509,274.88,-222.53,-3922.22,-32001.53,1722.03,22683.97,-6455.47,181.6,517.23,-6273.87,-5756.64,,,,,
