GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
1,1775.24,4467.31,4990.85,474.47,269.45,-78.43,-4019.58,-29594.44,1637.73,17294.76,-5035.49,144.65,-2782.64,-4890.84,-7673.47,,,,,,,,,
11,1855.76,4590.72,5003.44,470.4,274.55,-115.45,-3921.38,-29174.56,1584.62,17246.44,-5376.3,161.66,-2185.45,-5214.63,-7400.08,,,,,,,,,
21,1824.81,4415.5,4961.1,472.88,252.76,-94.48,-3844.59,-29219.85,1605.23,17321.03,-5428.55,163.76,-2305.62,-5264.78,-7570.41,,,,,,,,,
31,1820.31,4640.48,4983.48,481.77,266.8,-89.68,-3946.94,-29067.63,1597.55,17261.38,-5498.14,163.11,-2052.48,-5335.03,-7387.51,,,,,,,,,
41,1818.82,4492.9,5019.98,483.78,279.18,-121.01,-3892.27,-29351.56,1610.32,17431.23,-5388.65,159.45,-2228.62,-5229.2,-7457.82,,,,,,,,,
51,1864.47,4396.46,5074.66,467.39,275.46,-109.08,-3846.85,-29032.8,1611.75,17326.25,-5570.78,166.34,-1972.29,-5404.44,-7376.74,,,,,,,,,
61,1893.55,4513.33,4976.06,485,276.69,-95.3,-3839.54,-29065.28,1592.71,17231.36,-5552.41,169.94,-2031.41,-5382.46,-7413.88,,,,,,,,,
71,1864.33,4458.17,4978.37,464.93,267.78,-104.82,-3916.01,-29120.76,1602.11,17414.06,-5519.8,167.65,-2091.82,-5352.16,-7443.98,,,,,,,,,
81,1844.45,4475.86,4997.5,492.15,287,-111.53,-3830.99,-29293.22,1585.83,17369.96,-5429.81,164.65,-2183,-5265.16,-7448.16,,,,,,,,,
91,1782.05,4486.74,4946.73,481.34,266.92,-99.38,-3860.28,-29130.97,1598.71,17362.3,-5533.68,167.7,-2165.83,-5365.98,-7531.81,,,,,,,,,
101,1849.36,4494.71,4984.84,472.27,269.72,-88.66,-3857.69,-29158.15,1609.05,17265.52,-5473.48,165.96,-2159.02,-5307.53,-7466.55,,,,,,,,,
111,1854.7,4485.93,4958.91,464.12,272.99,-73.84,-3918.08,-28879.88,1604.24,17296.15,-5681.14,169.64,-1934.75,-5511.5,-7446.25,,,,,,,,,
121,1791.95,4438.31,5019.53,475.24,267.52,-98.32,-3882.49,-29082.29,1597.08,17266.39,-5528.29,170.18,-2207.08,-5358.12,-7565.19,,,,,,,,,
131,1796.29,4531,5005.34,468.61,279.94,-94.91,-3927.92,-29143.79,1629.73,17305.18,-5505,167.12,-2150.52,-5337.88,-7488.41,,,,,,,,,
141,1819.33,4477.23,4983.09,479.48,270.05,-98.09,-3817.37,-29182.43,1587.25,17292.5,-5472.24,170.85,-2188.96,-5301.39,-7490.35,,,,,,,,,
151,1812.39,4566.43,4990.46,476.73,255.12,-105.99,-3860.51,-29249.56,1595.17,17268.36,-5408.95,166.26,-2251.41,-5242.69,-7494.1,,,,,,,,,
161,1752.34,4483.21,4966.59,484.47,254.2,-128.29,-3818.89,-29297.52,1602.11,17375.01,-5404,166.95,-2326.78,-5237.05,-7563.83,,,,,,,,,
171,1824.57,4438.16,5000.15,482.99,284.31,-94.04,-3861.7,-29323.29,1600.41,17354.3,-5379.9,165.16,-2294.15,-5214.74,-7508.89,,,,,,,,,
181,1869.17,4478.38,5029.26,496.52,258.88,-104.88,-3836.95,-29269.31,1602.33,17269.67,-5384.97,166.04,-2206.94,-5218.93,-7425.87,,,,,,,,,
191,1861.7,4396.05,4960.88,486.12,263.32,-112.95,-3830.95,-29265.53,1613.09,17326.15,-5401.58,167.42,-2302.11,-5234.15,-7536.27,,,,,,,,,
201,1831.44,4483.77,4981.4,463.19,285.83,-122.76,-3874.17,-29279.73,1664.66,17405.21,-5392.59,164.62,-2161.15,-5227.96,-7389.11,,,,,,,,,
211,1866.25,4428.58,4980.87,475.75,283.47,-91.66,-3858.37,-29146.17,1585.06,17170.31,-5362.97,163.65,-2305.91,-5199.32,-7505.24,,,,,,,,,
221,1809.45,4515.43,4997.81,472.03,256.35,-106.85,-3872.09,-29145.66,1619.69,17240.51,-5468.63,167.52,-2213.34,-5301.11,-7514.45,,,,,,,,,
231,1798.6,4509.08,4977.74,462.76,286.11,-85.62,-3883.31,-29277.29,1598.01,17317.7,-5361.01,162.87,-2296.22,-5198.15,-7494.37,,,,,,,,,
241,1823.94,4538.08,4969.84,479.68,261.67,-129.21,-3815.28,-29194.3,1615.8,17226.92,-5438.16,167.76,-2222.86,-5270.4,-7493.26,,,,,,,,,
251,1793.91,4545.03,5064.94,488.05,251.11,-118.99,-3795.41,-29288.05,1631.86,17228.52,-5382.67,166.5,-2199.03,-5216.17,-7415.21,,,,,,,,,
261,1827.96,4498.18,4973.03,466.54,265.12,-108.61,-3879.41,-29148.89,1614.95,17151.9,-5360.71,163.89,-2339.23,-5196.82,-7536.05,,,,,,,,,
271,1836.59,4455.19,4999.41,476.03,269.28,-126.87,-3860.67,-29207.48,1617.34,17292.11,-5424.8,165.45,-2249.04,-5259.35,-7508.4,,,,,,,,,
281,1828.84,4491.43,5023.04,480.28,256.63,-129.86,-3848.48,-29053.3,1594.54,17233.16,-5520.29,167.03,-2123.72,-5353.26,-7476.98,,,,,,,,,
291,1842.93,4496.26,4979.92,499.68,260.22,-97.69,-3836.4,-29097.71,1591.62,17223.66,-5482.04,171.22,-2137.5,-5310.82,-7448.32,,,,,,,,,
301,1838.8,4488.78,4965.38,494.93,292.24,-126.58,-3892.8,-29043.47,1564.42,17121.84,-5434.35,165.53,-2296.45,-5268.82,-7565.28,,,,,,,,,
311,1833.41,4410.17,5044.6,479.27,271.43,-101.55,-3875.45,-29343.33,1614.49,17448.76,-5410.49,166.42,-2218.22,-5244.07,-7462.29,,,,,,,,,
321,1737.99,4496.24,4958.82,479.41,274.17,-110.68,-3829.8,-29302,1640.24,17292.23,-5321.09,167.74,-2363.39,-5153.35,-7516.74,,,,,,,,,
331,1829.55,4482.07,4977.14,488.96,247.01,-107.42,-3824.45,-29239.81,1621.78,17259.19,-5400.61,166.52,-2265.98,-5234.09,-7500.07,,,,,,,,,
341,1805.68,4429.56,4971.65,468.48,274.91,-107,-3874.95,-29130.63,1586.54,17222.13,-5415.18,164.77,-2353.63,-5250.4,-7604.04,,,,,,,,,
351,1790.71,4520.21,4986.89,482.63,279.11,-88.28,-3920.23,-28965.78,1618.42,17282.75,-5597.7,162.49,-2013.56,-5435.22,-7448.77,,,,,,,,,
361,1807.08,4498.8,4989.83,491.53,269.9,-103.18,-3878.65,-29123.6,1604.31,17303.66,-5498.84,164.7,-2140.32,-5334.14,-7474.46,,,,,,,,,
371,1792.54,4443.02,4924.37,470.33,284.72,-105.32,-3884.07,-29076.41,1600.96,17275.85,-5497.2,164.41,-2274.02,-5332.79,-7606.8,,,,,,,,,
381,1804.7,4432.08,4968.48,485.66,263.74,-104.21,-3849.31,-29030.09,1598.31,17183.23,-5495.38,170.35,-2247.42,-5325.04,-7572.45,,,,,,,,,
391,1834.05,4450.79,4975,480.37,267.96,-87.5,-3833.79,-28907.63,1606.1,17201.84,-5615.62,172.46,-2012.82,-5443.17,-7455.99,,,,,,,,,
401,1817.46,4541.04,4971.16,485.38,267.81,-99.39,-3850.16,-29026.29,1600.36,17254,-5532.32,165.81,-2038.63,-5366.51,-7405.14,,,,,,,,,
411,1915.69,4496.36,5003.4,475.29,256.41,-125.19,-3867.83,-28991.86,1610.9,17287.95,-5590.27,167.93,-1938.88,-5422.34,-7361.21,,,,,,,,,
421,1848.17,4486.04,4969.24,491.08,266.31,-125.56,-3884.01,-28970.1,1630.79,17248.59,-5542.53,163.84,-2039.45,-5378.69,-7418.14,,,,,,,,,
431,1800.42,4568.78,4979.04,467.84,288.57,-89.85,-3861.73,-28910.38,1633.94,17227.28,-5621.75,170.05,-1896.1,-5451.69,-7347.79,,,,,,,,,
441,1798.89,4567.42,4970.42,481.03,271,-102.89,-3880.05,-29049.87,1614.85,17153.75,-5466.5,172.4,-2175.44,-5294.11,-7469.55,,,,,,,,,
451,1832.68,4491.35,4974.78,476.69,260.13,-115.85,-3906.54,-29044.35,1620.46,17302.98,-5581.96,166.73,-2107.66,-5415.23,-7522.89,,,,,,,,,
461,1840.71,4499.69,4975.82,478.81,272.21,-91.12,-3895.07,-28876.68,1598.65,17126.82,-5640.31,170.67,-2070.15,-5469.64,-7539.79,,,,,,,,,
471,1820.02,4499.91,4948.01,470.87,262.46,-124.51,-3833.11,-29012.85,1583.04,17303.89,-5633.8,172.14,-2082.26,-5461.65,-7543.92,,,,,,,,,
481,1797.49,4519.54,4963.08,477.16,269.22,-105.06,-3860.42,-28791.72,1602.83,17093.5,-5654.07,168.35,-2034.38,-5485.72,-7520.11,,,,,,,,,
491,1784.47,4537.74,5007.07,476.81,263.07,-115.45,-3816.93,-29019.33,1613.94,17140.1,-5523.54,167.45,-2128.49,-5356.09,-7484.58,,,,,,,,,
501,1807.55,4444.86,4961.34,484.57,287.02,-106.53,-3899.79,-28941.09,1614.73,17292.09,-5641.46,166.17,-2055.23,-5475.3,-7530.53,,,,,,,,,
511,1863.48,4508.22,4949.1,483.53,261.09,-92.44,-3870.87,-28814.6,1576.1,17158.48,-5694.03,170.09,-1977.9,-5523.94,-7501.84,,,,,,,,,
521,1791.16,4514.47,4954.89,491.8,255.85,-83.37,-3844.22,-28822.36,1631.31,17203.6,-5669,168.04,-1906.87,-5500.96,-7407.83,,,,,,,,,
531,1870.87,4504.26,4987.37,490.28,288.97,-121.24,-3872.55,-28772.96,1597.15,17153.49,-5733.92,169.93,-1874.35,-5563.99,-7438.34,,,,,,,,,
541,1837.71,4490.51,5000.22,479.53,277.36,-89.13,-3868.93,-28649.47,1566.14,17111,-5793.35,171.5,-1845.06,-5621.85,-7466.9,,,,,,,,,
551,1843.29,4500.94,4986.72,483.92,271.9,-99.78,-3858.13,-28655.06,1634.2,17104.42,-5795.25,169.7,-1787.58,-5625.55,-7413.13,,,,,,,,,
561,1806.74,4425.96,4945.99,492.54,281.9,-125.95,-3826.71,-28741.44,1618.62,17297.99,-5807.44,168.47,-1824.35,-5638.97,-7463.32,,,,,,,,,
571,1819.23,4443.69,4977.74,467.44,291.21,-126.85,-3866.58,-28802.34,1621.77,17255.82,-5786.42,170.79,-1918.86,-5615.63,-7534.49,,,,,,,,,
581,1800.4,4520.52,4970.47,480.37,275.1,-96,-3862.59,-28649.26,1597.26,17298.23,-5887.95,172.61,-1665.49,-5715.34,-7380.83,,,,,,,,,
591,1817.13,4559.78,4959.85,488.58,277.71,-104.79,-3879.03,-28789.28,1630.81,17289.72,-5777.91,171.16,-1749.52,-5606.75,-7356.27,,,,,,,,,
601,1863.74,4396.88,4988.08,480.69,268.46,-115.15,-3852.54,-28797.15,1632.61,17261.02,-5813.38,167.91,-1873.34,-5645.47,-7518.81,,,,,,,,,
611,1822.48,4565.74,4970.39,469.6,259.84,-123.11,-3873.75,-28711.55,1593.96,17048.61,-5679.54,168.66,-1977.78,-5510.88,-7488.66,,,,,,,,,
621,1829.39,4444.07,4966.52,480.35,269.84,-106.09,-3828.89,-29140.93,1624.2,17347.41,-5533.12,167.59,-2114.12,-5365.53,-7479.65,,,,,,,,,
631,1818.86,4492.2,4942.05,481.5,260.55,-88.21,-3834.81,-28861.73,1619.59,17232.25,-5696.13,168.45,-1937.76,-5527.69,-7465.45,,,,,,,,,
641,1785.4,4382.94,4991.11,474.5,267.51,-100.43,-3875.27,-28773.24,1614.5,17252.99,-5739.67,172.23,-1979.97,-5567.44,-7547.41,,,,,,,,,
651,1808.37,4502.68,4973.44,489.71,274.11,-95,-3875.58,-28683.26,1642.5,17237.5,-5852.48,167.26,-1725.53,-5685.22,-7410.75,,,,,,,,,
661,1755.22,4452.1,4975.53,471.71,249.81,-123.04,-3857.62,-28656.92,1630.44,17215.47,-5905.91,170.94,-1887.32,-5734.97,-7622.29,,,,,,,,,
